manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
Opel,Corsa,mechanical,silver,130000,2010,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,"5,121.88",FALSE,Гомельская обл.,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58
Ford,C-Max,mechanical,grey,262000,2007,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"5,000.00",FALSE,Могилевская обл.,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,71
BMW,320,mechanical,black,450000,2002,diesel,FALSE,diesel,2,universal,FALSE,owned,rear,"5,000.00",TRUE,Минская обл.,7,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,69
Volkswagen,Passat,mechanical,silver,336000,1998,gas,TRUE,gasoline,1.8,sedan,FALSE,owned,front,"3,300.00",FALSE,Минская обл.,19,90,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
Opel,Vectra,mechanical,blue,311000,2001,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"2,900.00",FALSE,Могилевская обл.,6,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,76
BMW,525,mechanical,blue,321600,1998,diesel,FALSE,diesel,2.5,universal,FALSE,owned,rear,"2,650.00",FALSE,Минская обл.,9,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1
BMW,318,mechanical,grey,450000,1995,diesel,FALSE,diesel,1.8,sedan,FALSE,owned,rear,"2,400.00",FALSE,Минская обл.,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36
Fiat,Ducato,mechanical,white,250000,1995,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,"2,300.00",TRUE,Брестская обл.,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,155
Peugeot,406,mechanical,red,460000,1998,diesel,FALSE,diesel,2,universal,FALSE,owned,front,"2,300.00",FALSE,Минская обл.,4,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,116
Renault,Scenic,automatic,blue,300000,1998,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,"1,700.00",FALSE,Минская обл.,14,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9
Audi,80,mechanical,blue,115000,1988,diesel,FALSE,diesel,1.6,sedan,FALSE,owned,front,"1,600.00",TRUE,Минская обл.,5,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,135
Mazda,323,mechanical,silver,230,1997,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,"1,490.00",TRUE,Минская обл.,10,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12
Opel,Omega,mechanical,violet,358249,1995,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,"1,250.00",TRUE,Брестская обл.,10,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26
Audi,80,mechanical,red,369133,1990,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"1,152.42",FALSE,Минская обл.,9,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Opel,Vectra,automatic,violet,250000,1993,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"1,050.00",TRUE,Минская обл.,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53
Nissan,Primera,mechanical,blue,400000,1994,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,900,TRUE,Минская обл.,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Rover,600-Series,mechanical,black,430000,1994,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,900,TRUE,Минская обл.,5,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Fiat,Punto,mechanical,black,400000,1998,diesel,FALSE,diesel,1.7,hatchback,FALSE,owned,front,800,TRUE,Брестская обл.,11,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37
Hyundai,Lantra,mechanical,other,30000,1996,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,650,TRUE,Минская обл.,7,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Renault,19,mechanical,red,245000,1992,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,450,TRUE,Минская обл.,9,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7
Ford,Sierra,mechanical,red,1000000,1990,diesel,FALSE,diesel,1.8,sedan,FALSE,emergency,rear,398,TRUE,Минская обл.,14,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9
ВАЗ,2107,mechanical,red,50000,1987,gasoline,FALSE,gasoline,1.3,sedan,FALSE,emergency,rear,350,TRUE,Гомельская обл.,8,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74
Skoda,Kodiaq,automatic,silver,0,2019,gasoline,FALSE,gasoline,2,suv,TRUE,new,all,"38,223.47",TRUE,Минская обл.,15,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26
Infiniti,QX,automatic,black,22600,2017,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,"23,500.00",TRUE,Минская обл.,30,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7
Toyota,Highlander,automatic,black,144000,2012,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,"19,918.43",FALSE,Минская обл.,11,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8
Volkswagen,T5,mechanical,other,95000,2014,diesel,FALSE,diesel,2,minibus,FALSE,owned,front,"18,950.00",FALSE,Минская обл.,12,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,99
Skoda,Rapid,automatic,red,0,2019,gasoline,FALSE,gasoline,1.6,sedan,TRUE,new,front,"18,776.43",TRUE,Минская обл.,15,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Mercedes-Benz,Sprinter,automatic,black,280,2009,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,rear,"18,500.00",TRUE,Гомельская обл.,15,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,24
Nissan,Qashqai,automatic,grey,55490,2017,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,"18,499.00",TRUE,Минская обл.,23,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5
Honda,Civic,automatic,blue,29000,2016,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"14,900.00",FALSE,Минская обл.,8,8,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,49
Mercedes-Benz,GL450,automatic,silver,195000,2007,gasoline,FALSE,gasoline,4.7,suv,FALSE,owned,all,"14,000.00",TRUE,Минская обл.,3,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,76
Mercedes-Benz,S320,automatic,blue,210000,2007,diesel,FALSE,diesel,3,sedan,FALSE,owned,all,"13,650.00",FALSE,Минская обл.,8,18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57
Volkswagen,T5,mechanical,blue,306000,2008,diesel,FALSE,diesel,1.9,minibus,FALSE,owned,front,"11,700.00",TRUE,Минская обл.,11,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32
Chrysler,300,automatic,white,143000,2009,gasoline,FALSE,gasoline,3.5,sedan,FALSE,owned,rear,"11,200.00",TRUE,Минская обл.,7,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,108
Mercedes-Benz,E220,mechanical,black,330000,2004,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,"10,500.00",FALSE,Минская обл.,1,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,57
Volkswagen,Passat,mechanical,blue,90000,2011,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,"9,350.00",FALSE,Гомельская обл.,4,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,91
BMW,X5,automatic,black,420000,2001,diesel,FALSE,diesel,3,suv,FALSE,owned,all,"9,300.00",FALSE,Минская обл.,13,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90
BMW,730,automatic,black,330000,2003,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,"8,600.00",TRUE,Гродненская обл.,16,72,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267
Peugeot,408,mechanical,silver,66000,2013,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"8,450.00",TRUE,Минская обл.,18,79,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,124
Renault,Sandero,mechanical,blue,13330,2019,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,emergency,front,"7,950.00",FALSE,Минская обл.,13,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
Kia,Rio,automatic,white,160000,2013,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"7,950.00",TRUE,Минская обл.,9,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,23
Audi,A6 Allroad,automatic,silver,280000,2004,diesel,FALSE,diesel,2.5,universal,FALSE,owned,all,"7,900.00",TRUE,Витебская обл.,10,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,43
Nissan,Note,mechanical,silver,132000,2010,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,"7,000.00",FALSE,Минская обл.,5,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,219
Fiat,Ulysse,mechanical,black,195000,2007,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,"7,000.00",FALSE,Минская обл.,13,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,84
Kia,Cee'd,mechanical,grey,140000,2009,gasoline,FALSE,gasoline,1.4,universal,FALSE,owned,front,"6,500.00",FALSE,Гомельская обл.,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64
Volkswagen,Golf Plus,mechanical,blue,252000,2006,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"6,000.00",TRUE,Минская обл.,8,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7
Opel,Movano,mechanical,white,500000,2007,diesel,FALSE,diesel,2.5,van,FALSE,owned,front,"6,000.00",FALSE,Минская обл.,6,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137
Mercedes-Benz,ML270,automatic,green,225308,2001,diesel,FALSE,diesel,2.7,suv,FALSE,owned,all,"5,950.00",TRUE,Гродненская обл.,7,30,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,63
Mitsubishi,Outlander,automatic,silver,200800,2004,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,all,"5,850.00",FALSE,Минская обл.,16,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14
Peugeot,308,automatic,white,125000,2011,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"5,500.00",FALSE,Минская обл.,4,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,120
Peugeot,407,mechanical,other,293000,2004,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,"5,250.00",TRUE,Гродненская обл.,4,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,14
Honda,Legend,automatic,silver,260000,2001,gasoline,FALSE,gasoline,3.5,sedan,FALSE,owned,front,"4,300.00",FALSE,Минская обл.,9,17,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,59
Nissan,Primera,mechanical,grey,276000,2003,diesel,FALSE,diesel,1.9,sedan,FALSE,owned,front,"4,099.00",FALSE,Гомельская обл.,16,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,28
Opel,Vectra,mechanical,silver,250000,2002,gasoline,FALSE,gasoline,2.2,sedan,FALSE,owned,front,"4,000.00",TRUE,Витебская обл.,13,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,14
Audi,A6,mechanical,black,405000,1999,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,"3,700.00",FALSE,Минская обл.,10,92,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,120
Nissan,Primera,mechanical,grey,180000,2003,diesel,FALSE,diesel,2.2,universal,FALSE,owned,front,"3,500.00",TRUE,Минская обл.,5,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,71
Opel,Vectra,automatic,blue,170000,1997,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,"3,200.00",FALSE,Минская обл.,7,27,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60
Mitsubishi,Space Star,mechanical,blue,260000,2003,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,"2,999.00",TRUE,Минская обл.,17,81,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,129
Toyota,Previa,mechanical,other,367000,1997,gasoline,FALSE,gasoline,2.4,minivan,FALSE,owned,front,"2,900.00",TRUE,Минская обл.,15,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11
Peugeot,806,mechanical,silver,450000,1998,diesel,FALSE,diesel,2.1,minivan,FALSE,owned,front,"2,800.00",FALSE,Минская обл.,7,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22
Dodge,Caravan,automatic,silver,260714,2000,gas,TRUE,gasoline,2.4,minivan,FALSE,owned,front,"2,700.00",FALSE,Витебская обл.,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59
BMW,525,mechanical,blue,350000,1995,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,"2,650.00",TRUE,Минская обл.,11,21,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,55
Opel,Astra,mechanical,silver,315000,1998,diesel,FALSE,diesel,1.7,hatchback,FALSE,owned,front,"2,400.00",FALSE,Брестская обл.,9,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49
Toyota,Carina E,mechanical,grey,262000,1996,diesel,FALSE,diesel,2,liftback,FALSE,owned,front,"2,300.00",FALSE,Минская обл.,23,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6
Mitsubishi,Carisma,mechanical,red,300000,2000,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"2,000.00",TRUE,Минская обл.,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,22
Volkswagen,Passat,mechanical,blue,300000,1987,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"1,750.00",FALSE,Минская обл.,15,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,45
Opel,Omega,mechanical,grey,3330,1994,gasoline,FALSE,gasoline,2,universal,FALSE,owned,rear,"1,707.29",FALSE,Минская обл.,6,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
Opel,Vectra,mechanical,silver,486000,1998,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,"1,700.00",FALSE,Брестская обл.,6,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,242
Renault,Trafic,mechanical,white,999999,1992,gasoline,FALSE,gasoline,1.7,van,FALSE,owned,front,"1,600.00",FALSE,Минская обл.,9,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63
Opel,Omega,mechanical,silver,286963,1998,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,"1,500.00",FALSE,Минская обл.,9,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,71
Audi,100,mechanical,black,595000,1990,gas,TRUE,gasoline,2.3,sedan,FALSE,owned,front,"1,500.00",FALSE,Брестская обл.,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,58
Citroen,Saxo,mechanical,blue,198000,1998,gasoline,FALSE,gasoline,1.1,hatchback,FALSE,owned,front,"1,375.32",FALSE,Брестская обл.,3,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54
Honda,Civic,mechanical,red,412480,1993,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"1,200.00",FALSE,Минская обл.,11,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Fiat,Brava,mechanical,blue,200000,1996,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,"1,100.00",FALSE,Гродненская обл.,7,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58
Fiat,Brava,mechanical,blue,270000,1999,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,"1,000.00",TRUE,Гродненская обл.,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,221
Hyundai,Lantra,mechanical,other,270000,2000,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,"1,000.00",FALSE,Минская обл.,10,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7
Ford,Mondeo,mechanical,red,293000,1996,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"1,000.00",FALSE,Гомельская обл.,9,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50
Renault,Megane Scenic,mechanical,blue,300000,1998,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,"1,000.00",FALSE,Минская обл.,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39
Ford,Mondeo,mechanical,silver,338000,1994,diesel,FALSE,diesel,1.8,universal,FALSE,owned,front,"1,000.00",TRUE,Брестская обл.,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137
Opel,Omega,mechanical,blue,316782,1997,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,950,TRUE,Брестская обл.,6,72,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,181
Daewoo,Espero,mechanical,blue,350000,1996,gas,TRUE,gasoline,1.8,sedan,FALSE,owned,front,900,TRUE,Могилевская обл.,5,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
Volkswagen,Jetta,mechanical,blue,330000,1989,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,800,FALSE,Минская обл.,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79
Mazda,323,mechanical,white,1000000,1991,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,700,FALSE,Минская обл.,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74
Seat,Toledo,mechanical,red,200000,1992,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,500,FALSE,Минская обл.,9,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74
Volkswagen,Jetta,mechanical,red,400000,1978,diesel,FALSE,diesel,1.6,sedan,FALSE,owned,front,350,FALSE,Могилевская обл.,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82
Ford,Fiesta,mechanical,red,300000,1993,gasoline,FALSE,gasoline,1.1,hatchback,FALSE,owned,front,200,FALSE,Минская обл.,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14
BMW,X1,mechanical,black,137000,2016,diesel,FALSE,diesel,2,suv,FALSE,owned,all,"22,990.00",TRUE,Минская обл.,12,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14
Skoda,Octavia,mechanical,silver,56048,2017,gasoline,FALSE,gasoline,1.8,liftback,FALSE,owned,front,"20,500.00",TRUE,Минская обл.,20,21,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,29
Volkswagen,Caddy,mechanical,silver,189000,2017,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,"18,900.00",FALSE,Минская обл.,6,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,119
BMW,X1,automatic,white,158000,2009,diesel,FALSE,diesel,2.3,universal,FALSE,owned,all,"14,250.00",FALSE,Минская обл.,17,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5
Mercedes-Benz,C220,automatic,black,258300,2008,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,"12,000.00",FALSE,Минская обл.,10,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,176
Hyundai,Genesis,automatic,black,206000,2011,gasoline,FALSE,gasoline,3.8,sedan,FALSE,owned,rear,"11,999.00",TRUE,Минская обл.,15,18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36
Honda,CR-V,mechanical,grey,292000,2007,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,"11,800.00",TRUE,Гомельская обл.,9,47,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83
Audi,A4,automatic,white,166000,2010,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,"11,500.00",FALSE,Брестская обл.,12,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149
Lincoln,MKX,automatic,black,290000,2007,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,"11,500.00",FALSE,Минская обл.,9,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60
Volkswagen,Sharan,mechanical,violet,303000,2005,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,all,"10,700.00",FALSE,Минская обл.,7,454,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,557
Audi,A4,automatic,black,195000,2008,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,"10,500.00",FALSE,Гродненская обл.,16,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6
Peugeot,208,automatic,other,81000,2013,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,"9,700.00",FALSE,Минская обл.,9,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,61
Opel,Movano,mechanical,yellow,400000,2005,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,front,"8,000.00",FALSE,Витебская обл.,9,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,158
Honda,Civic,mechanical,red,189330,2006,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,"7,899.00",TRUE,Минская обл.,19,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,23
Opel,Astra,mechanical,silver,90000,2012,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,"7,790.00",FALSE,Витебская обл.,3,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,109
BMW,325,automatic,silver,240000,2006,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,"7,500.00",TRUE,Гомельская обл.,4,53,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,471
Mercedes-Benz,E220,mechanical,silver,415000,2002,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,"7,500.00",FALSE,Минская обл.,6,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,33
Volkswagen,Golf Plus,mechanical,grey,307000,2005,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,"6,990.00",FALSE,Минская обл.,12,15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,76
BMW,530,automatic,silver,310000,2002,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,"6,970.00",FALSE,Витебская обл.,10,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7
Mercedes-Benz,Vito,automatic,black,345000,2001,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,front,"6,900.00",TRUE,Гомельская обл.,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21
